Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-02-09,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
BBQ Carrots,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,35,3 OZ,0.3g,7.6g,0g,2.7g,0g,3.4g,0mg,0.4g,67.9mg,0.7g,27mg,0.3mg,0mcg,205.6mg
Baked Sesame Nuggets,Putnam,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,222,4 OZ,9.9g,24.7g,0g,4.9g,0g,0g,0mg,0g,369.8mg,14.8g,98.6mg,3.6mg,0mcg,mg
Husky Rolls,Putnam,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegan']",2023-02-09,136,1 EACH,2.4g,23.3g,0.9g,1g,0.6g,2.4g,0mg,2.4g,189.9mg,3.9g,0.8mg,1.5mg,0mcg,33.8mg
Outback Chicken with Apple Smoked Bacon,Putnam,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,315,1 EACH,11.3g,11.4g,2.8g,0.2g,0g,10.2g,179.4mg,0g,441.8mg,38g,44.9mg,2.2mg,0mcg,11.1mg
Parsley Buttered Egg Noodles,Putnam,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-09,235,4 OZ,6.7g,36.1g,3.4g,1.8g,0g,1.8g,69.5mg,0g,58.5mg,7.2g,18.4mg,1.6mg,0mcg,1.3mg
Roasted Potato Medley,Putnam,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,118,4 OZ,3g,21.7g,0.9g,2.8g,0g,2.8g,0mg,0g,118mg,2.5g,24.1mg,1mg,0mcg,501.3mg
Sauteed Spinach With Garlic,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,37,4 OZ,1g,5.5g,0.1g,2.5g,0g,0.5g,0mg,0g,132.8mg,3.4g,115.5mg,3mg,0mcg,620.9mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Swedish Meatballs,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2023-02-09,281,3 EACH,21.6g,10.1g,8.9g,1g,1g,0.2g,49.8mg,0g,653.9mg,14g,69.2mg,1.1mg,0mcg,19mg
Baked Ziti,Putnam,Dinner,"Milk, Wheat",['Vegetarian'],2023-02-09,268,6 OZ,12.8g,24.4g,6.1g,2.2g,0g,8.7g,31.4mg,0g,534.1mg,12.1g,270.6mg,1.7mg,0mcg,0.4mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Coconut Custard Pie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-02-09,338,1/8 PIE,17.5g,40g,6.3g,0g,0g,18.8g,87.5mg,15g,512.5mg,7.5g,103.8mg,1.3mg,0mcg,156.3mg
Bacon,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,Putnam,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/10/2023,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,Putnam,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Cranberry Orange Bread,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2/10/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
California Veggie Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Curly Fries,Putnam,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Dill Tartar Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,163,1 OZL,17.6g,0.9g,1.6g,0g,0g,0.9g,0mg,0g,160.8mg,0g,1.9mg,0mg,0mcg,0.7mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2/10/2023,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Popcorn Shrimp,Putnam,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",['Less Sodium'],2/10/2023,288,4 OZ,12.2g,33.4g,0.8g,0g,0g,1g,75.9mg,0g,394.9mg,12.2g,40.5mg,1mg,0mcg,136.7mg
Couscous,Putnam,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,198,4 OZ,3.2g,32.9g,0.4g,0g,0g,0g,3.9mg,0g,129.3mg,5.5g,9.8mg,2mg,0.2mcg,86.2mg
Fried Calamari With Banana Peppers,Putnam,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2/10/2023,367,4 OZ,24.6g,27.2g,2.9g,1.5g,0g,0g,141.8mg,0g,426.9mg,12.2g,56.9mg,1.5mg,0mcg,5mg
Grilled Naan With Olive Oil And Za'atar,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian']",2/10/2023,81,2 PIECES,2.4g,11.5g,0.3g,0g,0g,0.5g,2.5mg,0.5g,221.7mg,2g,21.5mg,0.5mg,0mcg,24.5mg
Harissa Roasted Vegetables,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,126,5 OZ,8.6g,12.2g,1.2g,2.9g,0g,4.7g,0mg,0g,210.6mg,2g,31.6mg,1.2mg,0mcg,338.8mg
Lemon Thyme Grilled Chicken,Putnam,Lunch,Sesame,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,90,1 EACH,2.6g,0g,0.6g,0g,0g,0g,48.3mg,0g,199.9mg,17.2g,0.3mg,0.4mg,0mcg,0.8mg
Peas With Feta,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,63,3 OZL,0.6g,9.6g,0.3g,3.2g,0g,0g,1.2mg,0g,20.1mg,4.3g,15.2mg,0.8mg,0mcg,108.6mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne & Sausage Abruzzi,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Smart Check']",2/10/2023,289,6 OZ,7.9g,40.2g,2g,2.8g,1.2g,8.2g,19mg,0g,523.2mg,11.8g,74.9mg,2.6mg,0mcg,14.8mg
Vodka Sauce,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,148,2 OZL,12.1g,1.3g,7.5g,0g,0g,3.9g,44.2mg,0g,139mg,2.7g,1275.1mg,0.2mg,0mcg,59.2mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Chocolate Brownies,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,203,1/96 SHEET,8.8g,28.4g,2g,1g,0g,21.3g,14.2mg,19.2g,122.1mg,1.5g,12.4mg,1.7mg,0.1mcg,76.3mg
Oatmeal Raisin Cookies,Putnam,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2/10/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Curly Fries,Putnam,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Dill Tartar Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,163,1 OZL,17.6g,0.9g,1.6g,0g,0g,0.9g,0mg,0g,160.8mg,0g,1.9mg,0mg,0mcg,0.7mg
Fried Clam Strips,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, Gluten",[],2/10/2023,411,4 OZ,25.7g,38.1g,3.3g,1g,0g,5g,15.1mg,0g,933.3mg,8g,18.1mg,1mg,0mcg,50.2mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2/10/2023,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Sweet Potato Black Bean Burger with Bun,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2/10/2023,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad with Scoop Tuna,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2/10/2023,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Ham & Cheese Sandwich,Putnam,Dinner,"Milk, Soybeans",['Gluten Friendly'],2/10/2023,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Putnam,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/10/2023,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2/10/2023,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2/10/2023,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Alabama BBQ Chicken,Putnam,Dinner,Soybeans,['Gluten Friendly'],2/10/2023,317,1 EACH,17.6g,0.3g,2.5g,0.3g,0g,0g,164.1mg,0g,523.8mg,35.1g,32.8mg,1.7mg,0mcg,1.7mg
Biscuits N' Honey,Putnam,Dinner,"Milk, Wheat",['Vegetarian'],2/10/2023,301,1 EACH,13.7g,39.1g,8.4g,1g,0g,6g,10.1mg,2g,810.4mg,6g,20mg,1.8mg,0mcg,1.2mg
Bourbon & Black Strap Sweet Potatoes,Putnam,Dinner,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,207,4 OZ,3g,43.5g,0.7g,3.5g,0g,25.9g,0mg,9g,235mg,1.7g,62.8mg,1.3mg,0mcg,553.2mg
Collard Greens with Applewood Bacon,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,45,3 OZ,1.8g,4.9g,0.5g,2.4g,0g,0.7g,4.1mg,0g,345.5mg,3g,130.4mg,0.3mg,0mcg,132.8mg
Mexican Corn,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,69,3 OZ,0g,16g,0g,0g,0g,1.2g,0mg,0g,1mg,1g,0mg,0mg,mcg,mg
Oven Fried Southern Scrod,Putnam,Dinner,"Eggs, Fish, Wheat",[],2/10/2023,248,1 EACH,11.1g,15.2g,1.6g,0.7g,0g,0.1g,93.5mg,0g,709.9mg,21.9g,28mg,0.8mg,0.3mcg,27mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Vegetarian Dirty Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,193,6 OZ,3.8g,26.9g,0.2g,1.9g,0g,0.8g,0mg,0g,356.3mg,12.9g,31.1mg,3.6mg,0mcg,122.7mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pesto,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,190,2 OZL,19g,2g,3g,1g,0g,0g,10mg,0g,360.2mg,4g,137.1mg,1mg,0mcg,65mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Peach Bread Pudding,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,190,1/35 HFPAN,5.8g,25.7g,2.2g,0.4g,0g,17.3g,126.9mg,12.3g,167.1mg,8.2g,128.2mg,1.4mg,2.1mcg,98.2mg
Blueberry Pancakes,Putnam,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-11,498,2 EACH,20.7g,61g,2.3g,1.2g,0g,19.2g,114.6mg,14.2g,453.1mg,13.1g,304.6mg,3.7mg,0.7mcg,227.1mg
Cheesy Scrambled Eggs,Putnam,Lunch,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Grits,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,66,6 OZ,0.3g,14.8g,0g,1g,0g,0g,0mg,0g,217.7mg,1.5g,4.5mg,0.7mg,0mcg,0mg
Hard Boiled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,Putnam,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-11,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Pork Sausage Links,Putnam,Lunch,,['Gluten Friendly'],2023-02-11,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-11,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-02-11,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Gravy,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-11,42,2 OZL,2.8g,3g,0.9g,0g,0g,0.4g,0mg,0g,149.5mg,0.8g,23.8mg,0.2mg,0mcg,68.4mg
Green Bean w/ Julienne Red Peppers,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,55,3 OZ,2.9g,6g,0.4g,2g,0g,2.4g,0mg,0g,0.8mg,1.3g,33.8mg,0.7mg,0mcg,156.8mg
Roasted Beef Sirloin Steak,Putnam,Lunch,,['Gluten Friendly'],2023-02-11,445,4 OZ,30.1g,0.4g,12.4g,0g,1.8g,1.8g,132.8mg,0g,584.9mg,35.5g,2.4mg,3.2mg,0mcg,5.3mg
Roasted Red Potatoes,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,111,4 OZ,3.5g,20.5g,1.1g,2.5g,0g,2.4g,0mg,0g,113.6mg,3.2g,20.5mg,0.9mg,0mcg,565mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
"Tomato, Feta & Spinach Quiche",Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,338,1/8 PIE,27.9g,1.8g,12.9g,0.4g,0g,4.4g,155.9mg,0g,370.2mg,10.8g,1767.1mg,1.1mg,0.5mcg,68.6mg
Blueberry Muffin,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,277,1 EACH,12.4g,36.9g,1.3g,0.7g,0g,23.4g,47.6mg,22.5g,171.6mg,3g,25.1mg,0.5mg,0.3mcg,46.1mg
Double Chocolate Chip Cookie,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,170,1 EACH,8g,23g,4.5g,0g,0g,15g,10mg,0g,140mg,2g,10mg,0.7mg,mcg,105mg
Omelet Bar,Putnam,Lunch,,[],2023-02-11,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chickpea Rotini With Tomato and Mozzarella,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,254,6 OZ,11.5g,27.8g,3.2g,5.5g,0g,7.6g,10.1mg,0.8g,300.8mg,13.6g,111.2mg,3.9mg,0mcg,144.6mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Tomato Cream Sauce,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-11,230,3 OZL,19.5g,3.3g,11.8g,0.4g,0g,4.6g,62.6mg,0g,342.2mg,5.6g,1240.4mg,0.3mg,0mcg,1.9mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-11,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-11,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-11,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
