Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Beef Cheeseburger No Bun,Gelfenbien,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-07,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
California Veggie Burger (No Bun),Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,170,1 EACH,6g,21g,0g,5g,0g,2g,0mg,0g,310mg,7g,60mg,2.7mg,mcg,mg
Grilled Chicken Breast,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Dinner,,['Gluten Friendly'],2023-02-07,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Gelfenbien,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Cheesy Scrambled Eggs,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-08,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Gelfenbien,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-08,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Twisted Egg Sandwich,Gelfenbien,Breakfast,"Milk, Eggs, Wheat",[],2023-02-08,519,1 EACH,20.2g,58.8g,9.7g,2g,0g,6.5g,248.9mg,0.2g,901mg,23.9g,203.8mg,1.1mg,0mcg,56.8mg
Bacon,Gelfenbien,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-08,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Assorted Muffins,Gelfenbien,Breakfast,"Eggs, Wheat, Soybeans, Coconut","['Contains Nuts', 'Vegetarian']",2023-02-08,227,1 EA,8.6g,37.5g,1.7g,0.8g,0g,18.8g,26.9mg,18g,2631.4mg,3g,183.4mg,1.2mg,0mcg,57.6mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheese Blintzes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-08,235,2 EACH,8.5g,29g,4.7g,0g,0g,8g,33.5mg,0g,630.5mg,9g,20mg,1.1mg,0mcg,0mg
Oatmeal Cereal,Gelfenbien,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,142,6 OZ,2.8g,25.5g,0.5g,0g,0g,0.9g,0mg,0g,333.4mg,4.7g,24mg,1.4mg,0mcg,141.7mg
Scrambled Eggs w/ Cheese,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,162,3 OZ,10.9g,0.2g,4.2g,0g,0g,0g,350.2mg,0g,213.4mg,13.3g,86.7mg,2.2mg,2mcg,131.7mg
Waffles,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-08,361,1 EACH,16.7g,48g,9.1g,0g,0g,2g,111.6mg,0g,979.6mg,7.7g,208.6mg,2.3mg,0.4mcg,28.9mg
Omelet Bar,Gelfenbien,Breakfast,,[],2023-02-08,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Apple Turnover,Gelfenbien,Breakfast,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,220,1 EACH,13g,24g,6.5g,0.5g,0g,10.2g,0mg,0g,105.1mg,2g,10mg,0.5mg,0mcg,0mg
Mideastern Lentil Burgers,Gelfenbien,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Smart Check', 'Vegetarian']",2023-02-08,254,1 EACH,4.7g,35.7g,0.8g,15.5g,0g,2.5g,22.1mg,0.1g,329.7mg,14.9g,55.8mg,4.2mg,0.4mcg,76.5mg
Baked Chicken Fillet Sandwich,Gelfenbien,Lunch,"Wheat, Soybeans",[],2023-02-08,367,1 EACH,14.4g,36.4g,2.1g,2g,0g,3g,46.3mg,0g,817.1mg,22.5g,60.6mg,1.8mg,0mcg,mg
Cowboy Sausage & Sweet Molasses Taters,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-08,204,4 oz,11.6g,19.5g,4.1g,2.1g,0g,8g,26.7mg,4.5g,334.7mg,5g,32.7mg,1.1mg,0mcg,316.9mg
El Nacho Grande,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-08,334,4 OZ,21.4g,16.6g,10.5g,0.3g,0.1g,1.6g,53mg,0g,456.7mg,16.2g,427.2mg,0.6mg,0mcg,113.1mg
Fried Chicken Fillet Sandwich,Gelfenbien,Lunch,"Wheat, Soybeans, Gluten",[],2023-02-08,452,1 EACH,24.3g,36.4g,2.8g,2g,0g,3g,46.3mg,0g,817.1mg,22.5g,60.6mg,1.8mg,0mcg,mg
Macaroni & Cheese,Gelfenbien,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-08,325,6 OZ,18.4g,25.4g,10g,0.8g,0g,4.9g,42.4mg,0g,505.2mg,14.3g,367.7mg,1mg,1.6mcg,80.5mg
Chili con Carne,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-08,177,6 OZL,9.5g,9.4g,4.5g,0.6g,0.4g,2.5g,33.6mg,0g,303.1mg,12.1g,78.9mg,2.2mg,0mcg,219.8mg
Grilled Havarti Tomato,Gelfenbien,Lunch,"Milk, Wheat, Soybeans",['Vegetarian'],2023-02-08,281,1/2 EACH,16.8g,23.2g,7.8g,1g,0g,3.5g,31.4mg,0g,503.6mg,10.4g,112.2mg,1.7mg,0mcg,227.6mg
Brown Rice,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Roasted Green Beans,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,33,3 OZ,0.5g,6.9g,0.1g,2.8g,0g,3.2g,0mg,0g,14.5mg,1.7g,38.5mg,0.6mg,0mcg,127.6mg
Nacho Cheese Sauce,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-08,70,2 OZL,5g,4g,1.5g,0g,0g,0g,4.5mg,0g,530mg,1g,40mg,0mg,0mcg,mg
Beef Burger w/ Bun,Gelfenbien,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-08,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Grilled Chicken Breast,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Lunch,,['Gluten Friendly'],2023-02-08,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Gelfenbien,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-08,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
South Western California Veggie Burger,Gelfenbien,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-08,313,1 EACH,7.3g,47.5g,0g,6.1g,0g,5.5g,0mg,0g,527.1mg,11.5g,102.8mg,3.9mg,0mcg,30.1mg
Corn,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,74,3 OZ,0g,17g,0g,0g,0g,1.1g,0mg,0g,0mg,1.1g,0mg,0mg,mcg,mg
Pareve Chili,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,67,4 OZ,2.2g,8.4g,0.2g,0.3g,0g,2.1g,0mg,0g,116.1mg,2.8g,23.2mg,0.8mg,0mcg,142.6mg
Spanish Rice,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-08,125,4 OZ,0g,27.4g,0g,0.2g,0g,2.6g,0mg,1.2g,210.4mg,2.7g,28.9mg,1.3mg,0mcg,108.4mg
Tennessee Cheese Puffs,Gelfenbien,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-08,270,2 EACH,20g,13.8g,7.8g,0.6g,0g,1.1g,106.3mg,0.6g,488mg,8.8g,143.9mg,0.9mg,0mcg,19.7mg
Halal Chicken Pot Pie,Gelfenbien,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-08,349,1/24 PANS,18.9g,25.9g,5g,1.7g,2.1g,2.6g,53.9mg,0g,605.2mg,17.8g,20.3mg,1.7mg,0.1mcg,137.9mg
Pepperoni Pizza,Gelfenbien,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Gelfenbien,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Strawberry  Blondie,Gelfenbien,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,240,1/35 HFSHT,11.1g,32.6g,6.7g,0.4g,0g,20.8g,53.7mg,19.6g,22mg,2.5g,11.5mg,0.9mg,0.2mcg,35.1mg
Sugar Cookies,Gelfenbien,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,329,2 EACH,14.4g,47.2g,8.2g,0g,0g,26.7g,30.8mg,0g,287.6mg,4.1g,0mg,1.5mg,mcg,71.9mg
Grilled Tuna Steak w/ Sriracha Aioli,Gelfenbien,Dinner,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,131,1 EACH,3.9g,1.2g,0.4g,0g,0g,1.1g,35mg,0g,212.2mg,21.1g,3.9mg,0.7mg,1.4mcg,372.4mg
Mongolian Beef,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame",['Less Sodium'],2023-02-08,211,5 OZ,9.1g,8.3g,3g,0g,0g,4.9g,62.8mg,2.8g,496.8mg,23.2g,30mg,2.3mg,0mcg,381.2mg
Crispy Orange Ginger Tofu,Gelfenbien,Dinner,"Wheat, Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,260,4 OZ,17.2g,15.6g,1.4g,0g,0g,6.9g,0mg,0g,94.4mg,10.7g,100.5mg,2.2mg,0mcg,154.1mg
Basmati Rice,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Kale And Spinach Dumpling,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,124,3 EACH,3.8g,18.8g,0.3g,1g,0g,2g,0mg,0g,289.2mg,3.6g,30.4mg,0.7mg,0mcg,mg
Roasted Potatoes w/ Rosemary,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,119,4 OZ,4.7g,20g,0.9g,2.3g,0g,2.3g,0mg,0g,84.5mg,3.1g,18.7mg,0.9mg,0mcg,552.1mg
Sauteed Baby Bok Choy,Gelfenbien,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,39,4 OZ,1.7g,4.8g,0.2g,2g,0g,2.6g,0mg,0.5g,172.7mg,2.2g,150.5mg,1.2mg,0mcg,1.5mg
Marinara Sauce,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Awesome Burger,Gelfenbien,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-08,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Grilled Chicken Breast,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Dinner,,['Gluten Friendly'],2023-02-08,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Gelfenbien,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-08,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Signature Beef Burger,Gelfenbien,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-08,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Chicken Stir Fry,Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Smart Check']",2023-02-08,155,6 OZ,4.7g,6.9g,0.4g,0.9g,0g,3.7g,60mg,0.3g,367.3mg,20.5g,11.8mg,0.8mg,0mcg,453.4mg
Egg Drop Soup,Gelfenbien,Dinner,"Eggs, Soybeans",['Gluten Friendly'],2023-02-08,47,6 OZL,3.9g,0.3g,0.4g,0g,0g,0g,66.4mg,0g,1365.8mg,4.2g,10.7mg,0.2mg,0mcg,0.1mg
Fried Rice,Gelfenbien,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,274,4 OZ,8g,32.6g,2.7g,0.3g,0g,1.3g,302.2mg,0g,782mg,15.4g,81mg,4.1mg,1.8mcg,237.4mg
Vegetable Stir Fry,Gelfenbien,Dinner,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,71,8 oz,1.6g,13.5g,0.2g,2.3g,0g,7.6g,0mg,0g,92.8mg,2.4g,38.9mg,0.7mg,0mcg,524.1mg
"Bacon, Egg & Cheese Bagel",Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-02-08,473,1 EACH,15g,62g,5.3g,2g,0g,6.6g,140.1mg,6.1g,1068.2mg,20.6g,181mg,5.1mg,1.1mcg,180.1mg
Classic Italian Combo,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-08,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Garden Side Salad with Scoop Tuna,Gelfenbien,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-02-08,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Egg And Cheese Bagel,Gelfenbien,Dinner,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-08,436,1 EACH,20.5g,49.5g,8.8g,0g,0g,5.5g,130.1mg,0g,858.4mg,15.5g,155.9mg,2.1mg,1.1mcg,92.4mg
Gluten Free Ham & Cheese Sandwich,Gelfenbien,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-02-08,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-08,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Gelfenbien,Dinner,"Milk, Wheat, Soybeans",[],2023-02-08,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Wrapped Brownie,Gelfenbien,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Halal Teriyaki Chicken,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-08,179,4 OZ,3.5g,12.5g,0g,0g,0g,12.2g,65.2mg,10.3g,174mg,26.4g,3mg,0.8mg,0mcg,20mg
Toasted Sesame Rice,Gelfenbien,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,176,4 OZ,2.3g,35g,0.3g,0g,0g,0g,0mg,0g,25.2mg,3g,3.5mg,0mg,0mcg,0.4mg
Pepperoni Pizza,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-08,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Chocolate Whoopie Pies,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,344,1 EACH,12g,55.5g,3.6g,1.3g,2.2g,38.2g,21.6mg,15.2g,490.7mg,3.6g,23.2mg,2.2mg,0mcg,111mg
Buttermilk Pancakes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-09,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chocolate Chip Pancakes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-09,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Hard Boiled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Gelfenbien,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-09,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Country Style Hash Browns,Gelfenbien,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,154,4 OZ,5.6g,23.4g,0.4g,3g,0g,0g,0mg,0g,213.9mg,1.5g,0.9mg,0.5mg,0mcg,351.7mg
Turkey Sausage Links,Gelfenbien,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Hard Boiled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Cereal,Gelfenbien,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,142,6 OZ,2.8g,25.5g,0.5g,0g,0g,0.9g,0mg,0g,333.4mg,4.7g,24mg,1.4mg,0mcg,141.7mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Omelet Bar,Gelfenbien,Breakfast,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chocolate Chip Muffins,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,317,1 EACH,16.2g,38.2g,2.8g,0.4g,0g,22.4g,54.4mg,17.9g,196.1mg,4g,29.3mg,0.7mg,0.3mcg,69.4mg
Chicken & Broccoli Penne,Gelfenbien,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2023-02-09,268,8 OZ,4.2g,36.3g,1g,2.8g,0g,3.1g,34.2mg,0g,351.1mg,19.4g,63.5mg,2.2mg,0mcg,157.3mg
Battered Cod,Gelfenbien,Lunch,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-09,225,1 PIECE,14.5g,12.5g,1.8g,0g,0g,0g,26.7mg,0g,364.9mg,11.6g,0mg,1mg,0.8mcg,213.6mg
Jamaican Beef Pattie,Gelfenbien,Lunch,"Wheat, Soybeans",[],2023-02-09,450,1 EACH,25g,44g,5g,0g,0g,1g,35mg,0g,590mg,14g,2mg,4.5mg,mcg,mg
Protein Packed Caprese Cutlet,Gelfenbien,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-09,236,1 EACH,12.3g,21g,3.2g,0.2g,0g,2.4g,8.8mg,1g,414.8mg,12.1g,102.1mg,1.5mg,0mcg,243.6mg
Beef Barley Soup,Gelfenbien,Lunch,"Soybeans, Gluten",['Less Sodium'],2023-02-09,75,6 OZL,1.3g,8.8g,0.4g,1.7g,0g,1.9g,15.4mg,0g,192.6mg,6.9g,64.1mg,0.8mg,0mcg,317.4mg
"Grilled Ham, Apple, & Cheddar Panini",Gelfenbien,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-09,385,1 HALF,20.8g,30.5g,10.4g,4.4g,0g,11g,71.9mg,2.5g,1132.9mg,23.1g,187.3mg,1.9mg,0mcg,116.9mg
Veggie Medley,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,45,3 OZ,1.7g,6.6g,0.5g,2.2g,0g,3.3g,0mg,0g,83.5mg,1.9g,32.2mg,0.6mg,0mcg,304.8mg
White Rice,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
