Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
NOT SO CRABBY Crab Cakes,Northwest,Lunch,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-01-24,225,3 EACH,18.6g,12.5g,2.5g,2g,0g,2g,0mg,0g,833.5mg,2.5g,76.7mg,2.6mg,0mcg,111.3mg
Chicken Popcorn Bites,Northwest,Lunch,"Eggs, Wheat, Gluten",[],2023-01-24,328,4 OZ,20.2g,20.6g,2.1g,1.3g,0g,0g,38.7mg,0g,695.9mg,15.5g,0mg,1.4mg,0mcg,mg
Ragin' Cajun Pasta Bar,Northwest,Lunch,,[],2023-01-24,0,1 EACH,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cilantro Mayo,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,101,1 TB,11g,0.3g,1g,0.1g,0g,0g,0mg,0g,97.9mg,0g,1.5mg,0mg,0mcg,6.5mg
Pickled Red Onion,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,56,1 OZ,0g,14.6g,0g,0.4g,0g,14g,0mg,12.5g,71mg,0.3g,4.9mg,0.1mg,0mcg,58.7mg
Seared Polenta Cake,Northwest,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-24,129,1 EACH,5g,16.5g,1.6g,0g,0g,2.4g,8mg,0g,169.7mg,4.6g,119.2mg,0.5mg,1mcg,0mg
Edamame Fried Rice,Northwest,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-01-24,273,6 OZ,8.3g,41.9g,0.8g,1.1g,0g,3.1g,0mg,0g,771.8mg,6.7g,47.6mg,2.6mg,0mcg,218.1mg
Bean Dip with Plant Based Cheese,Northwest,Dinner,Coconut,"['Gluten Friendly', 'Less Sodium', 'Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-24,99,3 OZ,2g,15.5g,0.9g,4.2g,0g,0.8g,0mg,0g,371mg,4.2g,87.7mg,1mg,0mcg,250.9mg
Whole Wheat Toast with Ricotta & Berries,Northwest,Breakfast,"Milk, Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian']",2023-01-25,188,1 EACH,4.8g,31.9g,2g,5g,0g,14g,12.5mg,5.3g,190.8mg,8.2g,177.4mg,1.1mg,0mcg,102.7mg
Soy Dipping Sauce,Northwest,Lunch,"Soybeans, Sesame",['Gluten Friendly'],2023-01-25,32,1 OZL,0.1g,6.3g,0g,0.1g,0g,6g,0mg,4.7g,1165.8mg,2.4g,1mg,0.9mg,0mcg,10.7mg
Brown Rice with Roasted Garlic,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,145,3 OZ,4.5g,24.2g,0.5g,1.4g,0g,0.1g,0mg,0g,256.1mg,3g,20.7mg,0.4mg,0mcg,42.9mg
Buffalo Tofu,Northwest,Lunch,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,217,4 OZ,15.1g,8.1g,1.4g,0g,0g,0g,0mg,0g,169.6mg,11.5g,107.7mg,1.9mg,0mcg,165.1mg
Fresh Vegetable Saute,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,66,3 OZ,4.9g,5.4g,0.7g,1.6g,0g,2.8g,0mg,0g,187.3mg,1.5g,24mg,0.5mg,0mcg,259.6mg
Grilled Buffalo Chicken,Northwest,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,87,1 EACH,2.2g,0.1g,0.5g,0g,0g,0.1g,48.3mg,0g,236.9mg,17.2g,0.1mg,0.4mg,0mcg,1.5mg
Bacon Crumbles,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-25,61,1/2 OZ,4.6g,0g,2g,0g,0g,0g,25.3mg,0g,324mg,5.1g,0mg,0mg,0mcg,77.5mg
Vegetable Chili,Northwest,Lunch,,"['Gluten Friendly', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-25,113,6 OZ,3g,16.8g,0.2g,2.6g,0g,4.2g,0mg,0.2g,531.2mg,3.1g,98.5mg,1mg,0mcg,238.4mg
Lo Mein Noodles,Northwest,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,150,2 OZ,1.7g,28.9g,0.3g,0.6g,0g,0.6g,0mg,0g,122.5mg,6.1g,22.3mg,0.8mg,mcg,mg
Fried Cauliflower,Northwest,Dinner,"Milk, Wheat, Gluten",['Vegetarian'],2023-01-25,155,3 OZ,8.7g,18g,0.6g,1g,0g,2g,0mg,0g,200.1mg,3g,20mg,1.3mg,0mcg,150.1mg
Marsala Demi-Glaze,Northwest,Dinner,,['Gluten Friendly'],2023-01-25,19,2 OZL,0.5g,2.9g,0g,0.1g,0g,0.2g,0mg,0g,115.2mg,0.6g,3.2mg,0mg,0mcg,17.6mg
Parmesan Risotto,Northwest,Dinner,Milk,"['Gluten Friendly', 'Vegetarian']",2023-01-25,201,4 OZ,9.5g,21.1g,6.1g,0.7g,0g,0.8g,29.8mg,0g,525.1mg,6.4g,338.3mg,0.2mg,0mcg,11.4mg
Protein Packed Cutlet w/ Soy Parmesan and Marinara,Northwest,Dinner,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-25,220,1 EACH,9.3g,26.5g,1.3g,1g,0g,7g,0mg,1g,583.3mg,10.3g,76.1mg,2mg,0mcg,190.2mg
Vodka Sauce,Northwest,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,148,2 OZL,12.1g,1.3g,7.5g,0g,0g,3.9g,44.2mg,0g,139mg,2.7g,1275.1mg,0.2mg,0mcg,59.2mg
Pita Wedges,Northwest,Breakfast,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian']",2023-02-06,77,2 WEDGE,1.5g,13.3g,0.3g,0g,0g,1g,0mg,0g,123.3mg,2.7g,34.7mg,0.5mg,mcg,mg
Shakshuka,Northwest,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Vegetarian']",2023-02-06,201,1 EACH,11.4g,13.4g,3.8g,1.9g,0g,6.7g,223.6mg,0g,713.8mg,9.8g,104mg,1.5mg,0mcg,59.8mg
Harvest Vegetable Stir-fry,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,33,3 OZ,1.1g,5.2g,0.1g,1g,0g,3g,0mg,0.3g,203.6mg,1.4g,17.1mg,0.7mg,0mcg,224.7mg
Miso Basted Tofu,Northwest,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,137,4 OZ,6.2g,6.8g,0.7g,0.4g,0g,3.2g,0mg,1.8g,284.3mg,12.2g,114.8mg,2.1mg,0mcg,233mg
Mediterranean Chick Peas and Tomatoes,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,67,4 OZ,2.9g,8.3g,0.4g,1.9g,0g,3g,0mg,0g,301.3mg,2.2g,45.5mg,1.2mg,0mcg,156.7mg
Red Quinoa,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,91,2 OZ,1.5g,15.8g,0.1g,0g,0g,0g,0mg,0g,2.7mg,3.5g,16mg,1.2mg,0mcg,139.2mg
Corn & Bacon Chowder,Northwest,Dinner,Milk,['Gluten Friendly'],2023-02-06,269,6 OZL,17.4g,16.8g,11.7g,0.2g,0g,7.3g,67.9mg,2.4g,554.9mg,2.3g,1871.5mg,0mg,0mcg,48.6mg
English Pub Fish,Northwest,Dinner,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-06,238,1 EACH,16.3g,12.2g,1.9g,0g,0g,0g,26.2mg,0g,358.1mg,11.4g,0mg,0.9mg,0.8mcg,209.6mg
Grilled Three Cheese,Northwest,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,501,1 EA,33.6g,24.5g,21.1g,2g,0g,2.5g,101mg,2g,877.1mg,25.3g,662.7mg,1.3mg,0.1mcg,90.4mg
Kellie Dogs w/ Roll,Northwest,Dinner,"Milk, Wheat, Soybeans",[],2023-02-06,284,1 EACH,16.1g,22.3g,6g,1g,0g,2.8g,30.2mg,0.8g,706.8mg,10.6g,70.2mg,1.8mg,0mcg,173.9mg
Chicken Gravy,Northwest,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-06,56,2 OZL,3.7g,4.2g,1.2g,0g,0g,0.4g,0mg,0g,228.4mg,0.6g,2.8mg,0.2mg,0mcg,7.4mg
Cilantro Lime Rice,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,101,3 OZ,0g,22.7g,0g,0.1g,0g,0g,0mg,0g,6.5mg,2.4g,28.2mg,1.2mg,0mcg,58.9mg
Roasted Garlic Chicken,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,278,1 PORT,20.9g,1.6g,6.3g,0.1g,0g,0g,67.6mg,0g,428mg,20.1g,9mg,0.5mg,0mcg,20mg
Savory Roasted Acorn Squash w/ Pumpkin Seeds,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,140,4 OZ,9.7g,13.6g,1.4g,2.3g,0g,2.5g,0mg,0g,287.8mg,1.5g,41.5mg,1.1mg,0mcg,425.7mg
Italian Bread,Northwest,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,99,1/12 LOAF,0.7g,19g,0.1g,0.5g,0g,0.1g,0mg,0g,158.5mg,3.6g,0.6mg,1.3mg,0mcg,31.2mg
Mozzarella cheese Stuffed Shells,Northwest,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-06,277,2 EA,11g,32.8g,4.7g,1.9g,0g,7.8g,48.5mg,0g,705.1mg,11.1g,203mg,2.5mg,0mcg,1.6mg
Vegetable Pot Pie,Northwest,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-06,218,1/24 PAN,14.9g,18g,5.1g,1.2g,0g,3.6g,0mg,0g,669.7mg,2.7g,12.7mg,0.4mg,0mcg,162.2mg
Breakfast Beans,Northwest,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,73,3 OZ,0g,13.5g,0g,0g,0g,1.7g,0mg,0g,203.4mg,4.1g,24.7mg,1mg,0mcg,325.6mg
Eggless Custard French Toast,Northwest,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,251,2 EACH,2.9g,48.4g,0.1g,0.4g,0g,11.4g,0mg,9.6g,370.7mg,7.6g,284.5mg,2.3mg,1mcg,70.8mg
Roast Potato Medley,Northwest,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,179,4 OZ,8.2g,23g,1.2g,2.5g,0g,3.7g,0mg,0g,386.1mg,2.6g,6.5mg,0.6mg,0mcg,16.2mg
Korean BBQ Chicken,Northwest,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,172,4 OZ,5.4g,1g,1.2g,0g,0g,0.7g,125.6mg,0.4g,239.5mg,26.6g,24.3mg,1.4mg,0mcg,1mg
Scallion Pancakes,Northwest,Lunch,"Eggs, Wheat, Sesame","['Less Sodium', 'Vegetarian']",2023-02-07,112,1 EACH,4.3g,13g,0.7g,0.1g,0g,0.1g,64.5mg,0g,132.4mg,4.1g,12.1mg,1.1mg,0mcg,25.8mg
Steamed Pork and Kimchi Dumplings,Northwest,Lunch,"Eggs, Fish, Wheat, Soybeans, Sesame",['Less Sodium'],2023-02-07,142,3 EACH,5.2g,17.9g,1.9g,1.5g,0g,1.5g,11.2mg,0.7g,336.5mg,5.2g,29.9mg,0.4mg,0mcg,89.7mg
Superfoods Fried Rice,Northwest,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-07,173,6 OZ,6.9g,25g,0.7g,2.6g,0g,2.5g,0mg,0g,695.2mg,4.3g,65.6mg,1mg,0mcg,225.5mg
Apple Crisp,Northwest,Dinner,"Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,311,1/35 PAN,6.1g,63.3g,1.8g,0.8g,0g,46.7g,0mg,33.8g,197.7mg,2.5g,17.1mg,0.9mg,0mcg,127.2mg
House Tartar Sauce,Northwest,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-07,175,1 OZL,19g,0.5g,1.7g,0g,0g,0.1g,0mg,0.1g,171.3mg,0g,2.5mg,0mg,0mcg,2.4mg
Tomato & Tortellini Soup,Northwest,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-07,90,6 OZ,3.5g,12.2g,0.5g,1g,0g,4.7g,4.6mg,1.1g,566.8mg,1.7g,32.1mg,0.4mg,0mcg,15.9mg
Refried Beans,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,92,3 OZ,0.3g,15.8g,0g,5.9g,0g,0g,0mg,0g,181mg,5.9g,34.9mg,1.4mg,0mcg,289mg
Cinnamon Sugared Churros,Northwest,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-07,110,1/2 EACH,6.5g,10.5g,1.5g,0g,2g,0g,17.5mg,0g,125mg,1.5g,0mg,0mg,0mcg,mg
Hot Fudge Sauce,Northwest,Dinner,"Milk, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian']",2023-02-07,104,2 TBSP,2.8g,19.8g,2.8g,0g,0g,17.9g,0mg,16.9g,70.6mg,0.9g,32mg,1mg,0mcg,101.6mg
Mexican Street Corn Dip,Northwest,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,256,3 OZ,22.6g,7.2g,11.1g,0g,0g,2.4g,49.7mg,0g,411.1mg,8.2g,177.4mg,0.2mg,0.1mcg,45.9mg
Fried Clam Strips,Northwest,Lunch,"Milk, Eggs, Wheat, Soybeans, Gluten",[],2023-02-08,411,4 OZ,25.7g,38.1g,3.3g,1g,0g,5g,15.1mg,0g,933.3mg,8g,18.1mg,1mg,0mcg,50.2mg
Sweet Potato Fries,Northwest,Lunch,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,335,4 OZ,23.4g,31g,2.4g,1.2g,0g,1.2g,0mg,1.2g,235.4mg,1.2g,0mg,0.4mg,0mcg,322.1mg
Build Your Own  BBQ Chicken Sandwich,Northwest,Lunch,,"['Less Sodium', 'Smart Check']",2023-02-08,120,1 EACH,2.7g,6.8g,0.6g,0g,0g,6.2g,48.3mg,0g,413.7mg,17.2g,0.5mg,0.4mg,0mcg,1.5mg
Egg Noodles,Northwest,Lunch,"Eggs, Wheat","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,190,4 OZ,2.6g,34.6g,0.9g,1.7g,0g,1.7g,56.2mg,0g,13mg,6.9g,17.3mg,1.6mg,0mcg,0mg
The Three Sisters Stew,Northwest,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-08,166,6 OZ,8.1g,19.9g,0.9g,3.2g,0g,5.2g,0mg,0g,551.9mg,3.6g,78.2mg,1.1mg,0mcg,317.5mg
Shrimp Egg Foo Yung,Northwest,Dinner,"Eggs, Fish, Crustacean Shellfish, Sesame","['Gluten Friendly', 'Less Sodium']",2023-02-08,97,1 EACH,4.9g,5g,1.1g,0.2g,0g,1.2g,134.2mg,0g,478mg,7.1g,27.1mg,0.5mg,0mcg,41.1mg
Veggie Strip Stir Fry,Northwest,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-08,208,6 OZ,3.4g,22.5g,0.2g,1.7g,0g,6.4g,0mg,3.5g,809.2mg,20g,55.6mg,2.3mg,3.6mcg,187.2mg
Baked Ziti,Northwest,Dinner,"Milk, Wheat",['Vegetarian'],2023-02-08,268,6 OZ,12.8g,24.4g,6.1g,2.2g,0g,8.7g,31.4mg,0g,534.1mg,12.1g,270.6mg,1.7mg,0mcg,0.4mg
Roasted Beef Sirloin Steak,Northwest,Dinner,,['Gluten Friendly'],2023-02-09,445,4 OZ,30.1g,0.4g,12.4g,0g,1.8g,1.8g,132.8mg,0g,584.9mg,35.5g,2.4mg,3.2mg,0mcg,5.3mg
Steamed Bao Bun,Northwest,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/10/2023,79,1 EACH,0.8g,16.1g,0.2g,0g,0g,2.6g,0mg,2.6g,14.8mg,2g,9.9mg,0.2mg,mcg,32.9mg
Molten Buffalo Chicken Dip,Northwest,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2/10/2023,198,2 OZ,18.3g,1.5g,7.5g,0g,0g,0.7g,41.1mg,0g,344.2mg,7.4g,95.1mg,0.1mg,0mcg,2.4mg
Egg & Cheese Bagel,Northwest,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2/16/2023,422,1 EACH,9.6g,66.6g,3.8g,2g,0g,8.5g,225.4mg,0g,778.8mg,18.6g,87.4mg,2.2mg,0.1mcg,31.1mg
Oatmeal Pancakes,Northwest,Breakfast,"Milk, Eggs, Wheat, Gluten","['Smart Check', 'Vegetarian']",2/16/2023,549,2 EACH,25.5g,62.2g,2.7g,0g,0g,17.4g,114.6mg,14.2g,453.1mg,14g,304.4mg,3.9mg,0.7mcg,236.2mg
Sweet Potato & Apple Hash,Northwest,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,118,4 OZ,4.5g,17.5g,0.7g,2.2g,0g,4.2g,0mg,0g,295.1mg,1.8g,4.4mg,0.4mg,0mcg,32.6mg
Salmon Burger,Northwest,Lunch,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,140,1 EACH,7g,1g,1g,5g,0g,0g,40mg,0g,270mg,16g,20mg,0.7mg,mcg,280mg
Beef Tacos with Corn Tortilla Shells,Northwest,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2/16/2023,201,1 EACH,12.9g,8.6g,5.4g,0g,0.5g,0.8g,37.8mg,0g,365.5mg,10.7g,19mg,1.5mg,0mcg,0mg
Mediterranean Power Bowl,Northwest,Lunch,,[],2/16/2023,0,1 EACH,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Buttermilk Mashed Potatoes,Northwest,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,122,4 OZ,3.3g,20.5g,2g,2g,0g,2.1g,9.1mg,0g,352.2mg,2.9g,43.6mg,1mg,0.2mcg,497.5mg
Corn Cobettes,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,120,1 EACH,1g,24g,0g,2g,0g,3g,0mg,0g,10mg,3g,0mg,0.4mg,0mcg,mg
Gluten Free Dairy Free Mac n Cheez,Northwest,Dinner,"Soybeans, Coconut","['Gluten Friendly', 'Less Sodium', 'Contains Nuts', 'Vegetarian', 'Vegan']",2/16/2023,377,6 OZ,20g,45g,4.6g,0.7g,0.1g,2.4g,0mg,0g,387.4mg,4.2g,171.5mg,0.3mg,0mcg,133.9mg
Fried Sweet Potato Tots,Northwest,Lunch,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,272,4 OZ,15.9g,31.1g,0.8g,2.7g,0g,10.8g,0mg,0g,270mg,1.4g,27mg,0.5mg,0mcg,229.5mg
Grilled Tuna Melt,Northwest,Lunch,"Milk, Fish, Wheat, Soybeans",[],2023-02-17,594,1 EACH,34.6g,43.9g,13g,2g,0g,4g,80.4mg,0g,1778.3mg,30.7g,343.6mg,3mg,0.2mcg,313.7mg
Jerk Veggie Strips,Northwest,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,196,4 OZ,3.6g,6.7g,0.1g,0.2g,0g,2.3g,0mg,0.9g,521.4mg,32g,66mg,4.3mg,0mcg,18.4mg
Yellow Rice with Pigeon Peas,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,118,3 OZ,2.2g,21.4g,0.2g,0.5g,0g,0.7g,0mg,0g,307.7mg,2.6g,20mg,1.3mg,0mcg,91.7mg
Beef Burgundy,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,152,6 OZ,4.9g,8.8g,1.3g,0.3g,0g,2.2g,44mg,0.2g,473.2mg,17.5g,19mg,1.6mg,0.1mcg,408mg
Boston Style Clam Chowda',Northwest,Dinner,"Milk, Wheat",[],2023-02-17,299,6 OZL,20.3g,10.4g,12.2g,0.4g,0g,7g,82.6mg,0g,651.7mg,7.5g,1925.8mg,1mg,0.5mcg,86.2mg
Fried Artichokes,Northwest,Dinner,"Milk, Wheat, Gluten",['Vegetarian'],2023-02-17,213,4 OZ,10.3g,26.3g,0.7g,0g,0g,1.5g,0.2mg,0g,567.4mg,4.1g,68.9mg,1.4mg,0mcg,32.9mg
Italian Meatloaf,Northwest,Dinner,"Milk, Eggs, Wheat",[],2023-02-17,397,6 OZ,26.9g,12.4g,12.3g,1.1g,1g,3g,117.5mg,0g,520.7mg,26.7g,117.8mg,3.4mg,0.2mcg,20.5mg
Tuscan Potatoes,Northwest,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,124,4 OZ,4.6g,20.7g,0.6g,2.4g,0g,2.6g,1.4mg,0g,246.1mg,3.7g,36.3mg,0.9mg,0mcg,563.6mg
Bow Tie Pasta,Northwest,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,203,4 OZ,3.6g,37.7g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Baked Eggs in Peppers,Northwest,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Vegetarian']",2023-02-20,238,1 EACH,14.6g,13.6g,6.7g,3.8g,0g,7.5g,240.3mg,0g,637.8mg,15.2g,232.9mg,1.8mg,0.2mcg,332.5mg
Vegan Scramble in Peppers,Northwest,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-20,218,1 EACH,11.6g,20.4g,2.5g,3.8g,0g,7.5g,0mg,0g,841.5mg,8.6g,165.3mg,1.8mg,0mcg,334mg
Build Your Own Fish Taco,Northwest,Lunch,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Brown Rice Pilaf,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,104,3 OZ,2.6g,18.4g,0.1g,1.2g,0g,0.6g,0mg,0g,306.7mg,2g,5.5mg,0.2mg,0mcg,31.6mg
Mongolians Ashrad Steak Stir Fry,Northwest,Lunch,"Wheat, Soybeans, Sesame","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,183,6 OZ,3.5g,14.1g,0.3g,3g,0g,4.6g,0mg,1.6g,623.4mg,24.9g,77.7mg,3.5mg,0.3mcg,209.7mg
Shaved Steak Sandwich,Northwest,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,405,1 EACH,11.3g,48.5g,3.2g,1.2g,0g,2.4g,46.3mg,0g,939.9mg,30.3g,24.8mg,5.5mg,0mcg,3.6mg
Pesto,Northwest,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,190,2 OZL,19g,2g,3g,1g,0g,0g,10mg,0g,360.2mg,4g,137.1mg,1mg,0mcg,65mg
Coconut Shrimp,Northwest,Dinner,"Crustacean Shellfish, Wheat, Soybeans, Gluten, Coconut",['Contains Nuts'],2023-02-20,343,4 OZ,19.8g,31.4g,7.9g,0g,0g,11.1g,86.1mg,9.1g,182.3mg,12.2g,44.6mg,0mg,0mcg,mg
Sauteed Vegetable Wrap,Northwest,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-20,222,1/2 EACH,5.3g,36.8g,1.6g,2.7g,0g,6.8g,0mg,0g,353.7mg,6.9g,117mg,2.7mg,0mcg,515.2mg
Braised Potatoes,Northwest,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-20,84,4 OZ,0g,21.2g,0g,2.3g,0g,2.4g,0mg,0g,548.4mg,3g,18.7mg,0.8mg,0mcg,531.3mg
Pernil,Northwest,Dinner,,['Gluten Friendly'],2023-02-20,372,4 OZ,29.3g,0.5g,10.3g,0.1g,0g,0g,102.6mg,0g,1165.4mg,27.9g,3.6mg,1.6mg,0mcg,6.1mg
Bahama Vegetables,Northwest,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,25,3 OZ,0g,5.1g,0g,0g,0g,2g,0mg,0g,25.4mg,2g,36.6mg,1.1mg,0mcg,170.8mg
Meat Ravioli,Northwest,Dinner,"Milk, Eggs, Wheat",['Smart Check'],2023-02-20,298,6 EACH,8.5g,39.5g,2.2g,3g,0g,6.1g,69.7mg,0g,640.2mg,15.2g,59.3mg,3.5mg,0mcg,87.1mg
Spinach & Artichoke Dip,Northwest,Dinner,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-20,414,3 OZ,31.1g,22.2g,10.3g,0.1g,0g,1g,43.9mg,0g,582.3mg,9.8g,204.8mg,0.2mg,0mcg,12.2mg
Honey Sriracha Dipping Sauce,Northwest,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,163,1 OZL,14.7g,8.2g,1.3g,0g,0g,7.8g,0mg,7.1g,160.2mg,0g,1.3mg,0mg,0mcg,4.4mg
Edamame Dumpling,Northwest,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,145,3 EACH,5.5g,18g,0g,0g,0g,1.5g,0mg,0.8g,195mg,4.5g,27mg,0.8mg,mcg,52.5mg
Grilled Orange Ginger Chicken,Northwest,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check']",2/22/2023,115,1 EACH,3.4g,4.8g,0.6g,0g,0g,4g,48.3mg,0g,226mg,17.3g,0.9mg,0.7mg,0mcg,4mg
Gorgonzola Cream Sauce,Northwest,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2/22/2023,283,4 OZL,24.1g,1g,15.2g,0g,0g,5.6g,88.9mg,0g,514.8mg,5.8g,2171.6mg,0mg,0mcg,2.2mg
Aussie Cheese Fries,Northwest,Dinner,"Milk, Soybeans, Gluten",[],2/22/2023,400,6 OZ,32.5g,18.4g,8.4g,1g,0g,1.3g,45.7mg,0g,991.4mg,12.4g,232mg,0.6mg,0.2mcg,356.2mg
